K	alpha1	lambda1	coph	correlation	nfactor	run_optimal	obj_optimal
9	0.1	0.1	0.899746501273834	3.98946029354146	8.8	11	14.4153814062933
6	0.7	0.2	0.901245548762477	2.45066152595203	4.43333333333333	19	35.8931948255826
5	0.2	0.1	0.901265855294185	2.71881089097651	4.96666666666667	1	20.3651136067984
6	0.4	0.2	0.901801428053617	2.69197575223823	4.9	22	30.0745733428401
5	0.4	0.1	0.902274422746244	2.63350388928796	4.8	1	25.7789312498123
6	0.3	0.3	0.902452732838398	2.67884160023596	4.96666666666667	7	30.3062817661715
8	0.6	0.8	0.9028205404202	2.48255095134183	4.53333333333333	27	56.9257220544907
7	1	0.1	0.903261476452234	2.57166423540713	4.63333333333333	1	34.9030796664242
7	1	0.1	0.903261476452234	2.57166423540713	4.63333333333333	1	34.9030796664242
6	0.9	0.1	0.903321812316507	2.53685181654975	4.46666666666667	1	34.6861555506632
9	0.6	0.8	0.904488421180431	2.60510415024187	4.76666666666667	21	57.0269151815961
9	0.9	0.4	0.904635357988475	2.53709324632434	4.63333333333333	30	53.0117023064264
8	0.8	0.3	0.904817935160582	2.56104605944201	4.7	16	44.3954452227609
6	0.2	0.8	0.90538068553532	2.67534047450602	4.9	10	36.448718441748
7	0.4	0.6	0.905861240810509	2.62635161671967	4.86666666666667	24	42.6122915958004
6	0.7	0.1	0.906813984693288	2.59113175423965	4.7	15	31.1190080286322
6	0.8	0.1	0.907866629246658	2.59546487327716	4.66666666666667	3	31.2738460183977
7	0.9	1	0.908455112677847	2.16615849537332	3.7	9	75.2162265101728
7	0.9	1	0.908455112677847	2.16615849537332	3.7	9	75.2162265101728
6	0.2	0.3	0.9085603957763	2.75612247905071	5.03333333333333	18	25.8534686167805
6	0.6	0.4	0.908594044397605	2.37504323230785	4.16666666666667	11	43.7032353366633
8	0.4	0.2	0.909135964119998	2.64347493832677	5	19	30.4195361497871
5	0.5	0.6	0.909550146798969	2.40757228520365	4.16666666666667	19	47.2779739640634
9	1	0.4	0.909775744592991	2.31627568174331	3.96666666666667	21	53.7760778351182
9	1	0.4	0.909775744592991	2.31627568174331	3.96666666666667	21	53.7760778351182
8	0.2	0.7	0.909885081795228	2.69961121809477	5.03333333333333	2	34.4296256252839
7	0.7	0.3	0.910341567332152	2.52238317808244	4.56666666666667	3	41.4470319421967
9	1	0.2	0.910559993596692	2.55250889562324	4.63333333333333	29	41.6725799206842
9	1	0.2	0.910559993596692	2.55250889562324	4.63333333333333	29	41.6725799206842
6	0.3	0.9	0.910703444120051	2.53727131412021	4.63333333333333	28	44.5215863199763
8	0.8	0.2	0.911376594579284	2.66098780349276	4.96666666666667	13	38.2857378924741
6	0.2	0.2	0.911450260608964	2.85210725082888	5.23333333333333	9	23.1267568383623
9	0.2	0.9	0.911594797681594	2.59833673238913	5	15	38.0976693111447
5	0.2	0.8	0.91165915257805	2.59468252089961	4.73333333333333	16	36.1766026896363
5	0.3	0.2	0.911919515075571	2.60515309797	4.8	8	26.9485908291616
8	0.9	0.3	0.912458671180875	2.45226859952528	4.36666666666667	1	47.3244262103331
6	0.7	0.3	0.91283564018609	2.41516504205481	4.4	14	42.9727024998448
8	0.6	0.9	0.912984660331768	2.50929838910551	4.6	25	59.8970334374296
7	0.9	0.1	0.913175163531751	2.55899280303243	4.6	2	32.9730365525317
5	0.1	0.4	0.913482810862905	2.75670210989077	5	23	22.8730733162342
7	0.1	0.1	0.913900130016015	3.44693370130789	6.93333333333333	5	15.4035132198835
9	0.6	0.6	0.914826889734203	2.52810860383618	4.7	29	50.9994430999507
9	0.6	0.7	0.915075798423866	2.53278699010129	4.7	22	54.1818184808929
5	0.8	0.7	0.915087723616432	2.1469437864009	3.53333333333333	26	62.249174892305
9	0.8	0.4	0.915242260437366	2.50336540503013	4.56666666666667	5	50.5598187262704
6	0.8	0.4	0.915468396272782	2.38389694368956	4.1	19	48.9756330108822
7	0.5	0.4	0.915633887704371	2.58389143952162	4.8	15	40.7228321676464
5	0.1	0.3	0.915699537294855	2.75492453610863	5	2	21.1140397983304
7	0.7	0.9	0.915855205999413	2.3679252531806	4.23333333333333	14	64.1342969002285
9	0.9	0.5	0.915932675230686	2.53082202662577	4.66666666666667	12	56.6423557566155
8	0.6	0.4	0.915946366572272	2.60458737357291	4.86666666666667	16	44.2371456572968
6	0.5	0.7	0.916502677701842	2.43743309366754	4.36666666666667	30	50.0860603964799
7	0.7	0.2	0.916563713657454	2.5710076824596	4.76666666666667	2	36.144230328203
9	0.7	0.5	0.917107747844821	2.59123344827196	4.8	14	51.0628128648116
6	0.2	0.5	0.917521475668394	2.68865362238832	5.03333333333333	6	30.1460193394063
7	0.4	0.4	0.917642848645647	2.6027142756184	4.93333333333333	12	37.1794839072661
6	0.5	0.1	0.917703216555819	2.67867863315644	5	8	27.6974605215019
9	0.4	1	0.917788289424035	2.55351804593518	4.76666666666667	6	52.2123264482651
9	0.4	1	0.917788289424035	2.55351804593518	4.76666666666667	6	52.2123264482651
5	0.5	0.2	0.918113226379091	2.55757949273831	4.56666666666667	21	32.5750178080248
8	0.5	0.4	0.91824250009125	2.63925694315458	4.9	13	40.4183809439078
7	0.3	0.3	0.918481167368167	2.732285769303	5.13333333333333	30	29.7535526395431
8	0.2	0.4	0.918773501668139	2.68108227700236	5.06666666666667	20	28.2911348208509
6	0.6	0.2	0.918838060842088	2.53646296066266	4.63333333333333	27	34.6686689740065
6	0.3	0.5	0.919553396873826	2.63734246139944	4.9	8	35.1210250687104
8	0.3	0.8	0.919553396873826	2.61998803824472	4.96666666666667	30	42.3609814482408
7	0.8	0.7	0.91990815126231	2.33701865883725	4.06666666666667	1	61.9793603932259
8	0.2	0.9	0.919950633442605	2.65701708878837	5	27	38.1273695807349
7	0.2	0.4	0.920195922913397	2.71379569236778	5.06666666666667	22	28.0942808721452
6	0.4	0.1	0.920394519570706	2.65436549419781	4.93333333333333	17	25.5459160019106
5	0.4	0.3	0.92107365609207	2.52841634190369	4.56666666666667	27	34.1748211432404
8	0.8	0.9	0.921413046109075	2.4058967307778	4.3	25	68.299455208567
9	0.4	0.6	0.921771350861103	2.63197222616006	4.93333333333333	21	42.7844802726738
9	1	0.1	0.921780234985293	2.66580402329999	4.96666666666667	12	33.3143237388668
9	1	0.1	0.921780234985293	2.66580402329999	4.96666666666667	12	33.3143237388668
8	0.5	0.7	0.922867454441118	2.56966230813848	4.8	21	49.9641829713662
9	0.6	0.2	0.922967864771388	2.58706575358803	4.96666666666667	27	36.0066326226539
7	0.3	0.5	0.923282181864463	2.63126771484097	5	20	35.4739368498321
7	0.5	0.3	0.923319463953976	2.62773612202608	4.9	9	37.0801213926389
9	0.8	0.7	0.923391749566198	2.42177315640406	4.36666666666667	7	61.8184687043091
8	0.9	0.5	0.923833354309764	2.41109304497752	4.23333333333333	24	57.7424223869385
7	0.8	0.8	0.924066200673418	2.26827056516145	3.96666666666667	16	65.2019863425935
6	0.3	0.2	0.924483987932393	2.69433407249469	5.03333333333333	12	26.4182302730283
9	0.5	0.7	0.924672832918014	2.53595350062553	4.76666666666667	26	50.093927035062
8	0.4	0.8	0.924672832918015	2.58339468579682	4.8	23	47.9027149159656
7	0.3	0.2	0.924753901884703	2.68181748366996	5.1	22	26.9669647561563
7	0.2	0.5	0.925549264759939	2.63921173682671	5.03333333333333	15	30.3241348589204
8	0.1	0.3	0.926222025345462	3.01677218671265	5.76666666666667	24	20.2767652348739
5	0.3	0.1	0.926917494511763	2.71705890684461	4.96666666666667	13	23.1148584750715
8	0.6	0.6	0.927360955533183	2.52032645017575	4.66666666666667	13	50.9419514836942
8	0.6	0.5	0.92747947741383	2.59512677360007	4.86666666666667	21	47.8084847216518
9	0.3	0.1	0.928264873333085	2.79442121427187	5.4	6	23.1001798143033
8	0.7	0.7	0.92905913405771	2.48934161092768	4.53333333333333	6	58.0723477973747
6	0.6	0.1	0.929121804320163	2.60267531806766	4.83333333333333	15	29.8015277874863
7	0.4	0.1	0.929376495071211	2.74277598535896	5.16666666666667	7	25.4990425553467
7	0.1	0.4	0.930065390780481	2.74893484956084	5.2	27	21.6568624505404
6	0.4	0.6	0.9300902494339	2.50855166960317	4.56666666666667	10	43.1006570715365
5	0.4	0.2	0.930447953921632	2.5648130082406	4.7	25	30.3772285914713
6	0.8	0.8	0.930700040045691	2.29216857526656	3.93333333333333	6	65.3155013422489
7	0.4	1	0.930975565575373	2.4574486388462	4.53333333333333	17	52.3975392142877
7	0.4	1	0.930975565575373	2.4574486388462	4.53333333333333	17	52.3975392142877
6	0.2	0.6	0.931083346353392	2.65763513730344	4.93333333333333	2	32.5471332176239
9	0.6	0.9	0.931162599927383	2.51223931937927	4.66666666666667	5	59.6961886025123
9	0.4	0.3	0.93116935068602	2.61953034533384	5	28	34.1331571722668
7	0.5	0.9	0.931518984278458	2.45954907953955	4.46666666666667	14	55.2062706281243
9	0.8	0.5	0.933392925763472	2.49567052552318	4.6	12	53.6878636859706
8	0.5	0.2	0.933425407167259	2.64205925371252	5.06666666666667	6	33.3259957487884
7	0.3	0.4	0.933512776503516	2.6698966479603	5.03333333333333	13	32.9770866996896
8	0.1	0.6	0.933737489796643	2.7103873369282	5.1	11	25.0304452597253
8	0.3	0.3	0.933845193762496	2.61327324170477	5.03333333333333	24	30.2449218382794
9	0.3	0.9	0.933954586755897	2.62189930795126	4.96666666666667	30	44.7000231441449
7	0.2	0.1	0.93406532762714	2.91739617720042	5.53333333333333	5	19.9593784286435
9	0.6	0.4	0.934084101052938	2.60159574473023	4.83333333333333	16	43.8197987733568
8	0.5	0.9	0.93415868727802	2.50140953322163	4.63333333333333	11	55.0414568619759
6	0.4	0.8	0.934460324554596	2.49253586458317	4.53333333333333	17	47.9043691925843
8	0.2	0.1	0.935211880534927	3.23490447684511	6.13333333333333	2	20.05725232947
7	0.6	0.1	0.93560338616691	2.63115599060374	5	10	30.0093447720647
7	0.4	0.5	0.935778444947623	2.60647231391593	4.93333333333333	3	39.9396903208072
9	0.5	0.9	0.936209396296966	2.581976801195	4.86666666666667	29	55.0597691947143
8	0.4	0.5	0.936483401166407	2.62257416661136	4.96666666666667	27	40.0477481488751
9	0.7	0.6	0.936799488651016	2.52962436991061	4.63333333333333	15	55.0638702152448
5	0.2	0.7	0.936824218642601	2.6053016170043	4.8	14	34.4838390254826
9	0.2	0.1	0.936977915859561	3.27550602546498	6.33333333333333	15	20.0504988465536
7	0.5	0.2	0.937495539561252	2.635038426925	4.93333333333333	26	32.6399088320813
8	0.3	0.5	0.93759291664255	2.59274537317603	4.96666666666667	11	35.5502821395015
7	0.4	0.2	0.937647164971195	2.68195675391986	5.03333333333333	15	30.1345975878444
9	0.7	0.1	0.937729651478401	2.63272158094775	5	14	31.9441824200754
7	0.3	0.6	0.937940825835924	2.64958322034193	4.9	24	37.9112408153638
8	0.2	0.3	0.938059400180496	2.76090401902519	5.2	28	25.695957460943
7	0.2	0.6	0.938444903086207	2.63611923557042	5	17	32.2181793754791
6	0.5	0.2	0.938779178647209	2.55436038368951	4.76666666666667	10	33.3058488402806
9	0.6	0.1	0.938962754210304	2.70514877916242	5.16666666666667	5	30.1063630584903
9	0.5	0.3	0.939030988968794	2.60600330112049	5	4	37.4922379523382
8	0.4	0.3	0.939277800753501	2.63854051711623	5	18	33.9437482271853
7	0.6	0.5	0.93946210144011	2.57715821278348	4.83333333333333	23	47.5655464197851
6	0.2	0.7	0.939526772496283	2.69452445345434	4.96666666666667	24	34.6931581150244
6	0.2	0.1	0.939674149385248	2.95751063875377	5.56666666666667	28	20.5657593715414
9	0.8	0.2	0.939712861833471	2.64674128523639	5.03333333333333	29	39.7400601581537
7	0.2	0.3	0.94012612486149	2.7189651003414	5.1	11	25.8595714524472
9	0.3	0.6	0.940167552189212	2.62217976530541	5.03333333333333	9	38.1262191817232
8	0.5	0.1	0.940325447756609	2.72564902350995	5.2	15	27.6103341390131
8	0.4	0.7	0.940447818116296	2.58343910963316	4.86666666666667	23	45.2852956365165
8	0.9	0.4	0.940829857522446	2.44381371987601	4.4	28	51.7219554463143
7	0.3	0.1	0.941069092532033	2.82935882777035	5.4	13	22.7347386154415
9	0.5	0.1	0.941090821027454	2.73301849654503	5.26666666666667	24	27.1264531652593
7	0.5	0.8	0.941262805087427	2.57556296396663	4.76666666666667	2	52.4873096999188
6	0.3	0.4	0.941302942966583	2.64737155798679	4.96666666666667	12	32.7721600857267
8	0.4	0.4	0.941369608896939	2.61069434158113	5	30	37.0619350755076
9	0.4	0.4	0.941369608896939	2.59541975619627	4.96666666666667	1	37.1349556732805
9	0.5	0.4	0.941390538724857	2.53962538332146	4.83333333333333	11	40.4475429592292
8	0.7	0.8	0.941750023243896	2.49702739543255	4.5	20	61.1560854140103
8	0.4	0.6	0.941771575349351	2.58443315800042	4.96666666666667	5	42.9269473801007
6	0.3	0.6	0.941954459206339	2.60634016641186	4.83333333333333	28	37.857707292276
9	0.3	0.4	0.942044180045912	2.6354777718601	5.03333333333333	28	32.8244012509006
9	0.6	0.3	0.942079622777619	2.6046637769101	4.93333333333333	25	39.0405825266364
8	1	0.4	0.942501868696879	2.39072170191874	4.26666666666667	13	55.5423802616006
8	1	0.4	0.942501868696879	2.39072170191874	4.26666666666667	13	55.5423802616006
9	0.9	0.1	0.943055702875344	2.68431507061471	5	11	34.8594624952374
9	1	0.3	0.943203170865642	2.50180742282909	4.56666666666667	5	49.78334111882
9	1	0.3	0.943203170865642	2.50180742282909	4.56666666666667	5	49.78334111882
8	0.3	0.6	0.943249230563088	2.63722602403179	5	17	37.9910560036752
8	0.5	0.6	0.94344584527674	2.54125657600508	4.8	3	47.0470584201094
8	0.7	0.1	0.943598510566655	2.65427259531719	5.03333333333333	21	32.0986875561369
7	0.5	0.1	0.943712007049348	2.63878123140634	5.03333333333333	25	27.860247848216
8	0.3	0.9	0.94416902193035	2.59585760468784	4.9	20	44.6082914213364
9	0.4	0.8	0.94463600049029	2.62249825587463	4.86666666666667	22	47.8219881774966
8	0.2	0.2	0.944651670945735	2.75008640724856	5.26666666666667	1	23.0301269285095
7	0.6	0.2	0.944811582759562	2.60070825885292	4.86666666666667	12	35.0262876215884
9	0.9	0.3	0.945204775686223	2.58976675635901	4.83333333333333	21	47.4368459240119
8	0.8	0.1	0.945458664926668	2.59727073288362	4.9	19	31.854366607791
9	0.7	0.2	0.945691574174186	2.62598027568841	5.03333333333333	26	38.0750219553271
9	0.5	0.5	0.946007327878886	2.57252301825975	4.9	9	43.9329278361839
8	0.9	0.2	0.946288697100762	2.4864018995154	4.46666666666667	21	39.9830031667337
5	0.5	0.1	0.946381120242221	2.58442894991306	4.73333333333333	23	27.5189063706523
8	0.4	0.1	0.946460857698938	2.79760172943768	5.26666666666667	29	26.2133417703053
9	0.3	0.8	0.94662938773579	2.59104191701597	4.93333333333333	3	42.6327967928081
8	0.7	0.5	0.946712528865713	2.54392076657113	4.7	14	51.1306657398876
9	0.7	0.7	0.946712528865713	2.55594513064708	4.76666666666667	8	58.1719619495535
8	0.5	0.3	0.946998474632075	2.59857454195734	5	2	36.7723192851118
9	0.4	0.2	0.947294265427599	2.59886159083623	5.03333333333333	2	30.6568995929647
8	0.3	0.2	0.947310934066293	2.65546494017866	5.03333333333333	19	26.3588127041738
8	0.6	0.2	0.947684034228261	2.6002289284968	4.93333333333333	28	35.1115635407556
8	0.5	0.5	0.947839768002181	2.60209080211461	4.93333333333333	24	44.0319464515003
7	0.2	0.2	0.948387785706348	2.90425659782734	5.53333333333333	1	22.4139747747177
9	0.2	0.2	0.948546636588246	2.6821440682365	5.2	17	23.1237893893542
9	0.5	0.8	0.948549277491271	2.58034004477152	4.8	12	52.4823729785846
8	0.7	0.2	0.948719763920457	2.65328266142572	5	4	38.0874968777062
9	0.7	0.4	0.948719763920457	2.62622030454794	5	13	46.5456446163636
8	0.3	0.7	0.948877335958728	2.62079271227492	5	20	40.2168773903458
6	0.3	0.1	0.948907927881119	2.82616751421596	5.33333333333333	3	23.1406811765398
8	0.6	0.1	0.949218407537282	2.64641291475415	5	1	29.3844486178131
9	0.8	0.1	0.949218407537282	2.64810619408474	5.03333333333333	12	33.1695292437779
9	0.4	0.7	0.949391961979164	2.61826779700371	4.96666666666667	2	45.5472032255669
8	0.4	1	0.949850440610018	2.53865297657172	4.76666666666667	9	52.3000744210843
8	0.4	1	0.949850440610018	2.53865297657172	4.76666666666667	9	52.3000744210843
8	0.3	0.1	0.949968629540941	2.83062632480439	5.36666666666667	3	23.3229630506715
7	0.7	0.4	0.950903703456475	2.50113452295085	4.56666666666667	22	46.4777928329324
9	0.2	0.5	0.950948491766732	2.6644653149716	5.06666666666667	13	30.4559895797835
7	0.6	0.3	0.951030132244192	2.5742036513665	4.83333333333333	14	40.6962240714513
9	0.7	0.3	0.951111109540487	2.5311625569039	4.76666666666667	2	42.9496274411566
9	0.4	0.9	0.951578207447581	2.57553535803571	4.86666666666667	8	50.1015858091651
9	0.9	0.2	0.951578207447581	2.63047585587932	4.86666666666667	2	41.3046137242937
9	0.3	0.2	0.951742155385472	2.6536721973592	5.06666666666667	13	27.0839530993436
8	0.3	0.4	0.951813432935514	2.66245971456977	5.03333333333333	25	33.0411464643739
6	0.2	0.4	0.95202697811952	2.75501005364531	5.03333333333333	11	28.3904821327448
7	0.5	0.5	0.952600487897464	2.53844806547917	4.73333333333333	30	43.9964972210591
9	0.4	0.1	0.952606441392288	2.68577089371909	5.2	5	25.3929331287262
9	0.2	0.3	0.952624620772781	2.66692597261409	5.1	9	25.7925967541993
7	0.3	0.7	0.952630984603278	2.63161624107758	4.93333333333333	20	40.3080640035313
9	0.8	0.3	0.952940913250989	2.55236732754957	4.83333333333333	6	45.1433175189413
9	0.3	0.3	0.953075727979551	2.63897981795805	5.03333333333333	5	29.6698334489259
7	0.3	1	0.953857027234027	2.61079363124403	4.93333333333333	9	46.7621167954576
7	0.3	1	0.953857027234027	2.61079363124403	4.93333333333333	9	46.7621167954576
7	0.4	0.9	0.95400373152539	2.55557995822768	4.73333333333333	27	50.0863957085952
7	0.8	0.1	0.954199370595872	2.63414390525575	4.9	22	32.1176935843044
7	0.4	0.8	0.954626837394174	2.55332267802944	4.76666666666667	9	47.9551929975514
9	0.5	0.2	0.954670850003863	2.63018988507283	5.03333333333333	18	33.3393977041545
8	0.9	0.1	0.954850196189383	2.58050657498386	4.7	18	32.7297759616998
7	0.7	0.1	0.955054773681824	2.65219012709871	4.96666666666667	4	32.2098432724301
8	0.6	0.3	0.955440923713193	2.55510728478152	4.76666666666667	11	39.9875634443972
7	0.3	0.9	0.955456006524049	2.55844793328923	4.83333333333333	6	44.6714304175306
9	0.4	0.5	0.95582215227397	2.59413492700512	4.96666666666667	30	40.2107746491412
9	0.5	1	0.955851299507353	2.55252965260001	4.8	2	57.6063370842048
9	0.5	1	0.955851299507353	2.55252965260001	4.8	2	57.6063370842048
6	0.1	0.3	0.956110088761777	2.97622902957127	5.5	28	19.8736757946925
7	0.3	0.8	0.957226963595831	2.60691345101285	4.86666666666667	1	42.7642815847034
8	0.2	0.5	0.958038334976431	2.71501198783378	5.13333333333333	19	30.4550371518256
9	0.3	0.5	0.961211247394033	2.61088525176786	5	6	35.4232908847664
8	0.2	0.6	0.961834162247363	2.60955039923338	5	18	32.3037970004844
7	0.2	0.8	0.96277650386075	2.68110924651503	5	21	36.3093141140295
8	0.1	0.2	0.964743512109667	3.30116831325201	6.7	22	17.6076242309509
9	0.1	0.2	0.964922410367715	3.43263224876772	6.93333333333333	30	18.0548273444424
9	0.2	0.4	0.967543350012252	2.62959182117132	5.06666666666667	9	27.8832697323854
9	0.2	0.8	0.967579644802625	2.62848767629394	5	28	36.0781729546919
9	0.3	1	0.967663732322723	2.62902668029747	4.96666666666667	15	46.8123998535044
9	0.3	1	0.967663732322723	2.62902668029747	4.96666666666667	15	46.8123998535044
9	0.3	0.7	0.969111702865455	2.61824253870592	5	16	39.9666079372769
9	0.2	0.7	0.971804912922373	2.68624297694702	5.13333333333333	28	34.432796174267
5	1	4	1	1	1	9	176.536074448813
5	1	5	1	1	1	14	184.183835844068
5	1	6	1	1	1	21	191.057484477171
5	1	7	1	1	1	1	197.367874177535
5	1	8	1	1	1	29	203.267691115279
5	1	9	1	1	1	17	208.854667477378
5	1	10	1	1	1	4	213.741041080443
5	1	4	1	1	1	9	176.536074448813
5	1	5	1	1	1	14	184.183835844068
5	1	6	1	1	1	21	191.057484477171
5	1	7	1	1	1	1	197.367874177535
5	1	8	1	1	1	29	203.267691115279
5	1	9	1	1	1	17	208.854667477378
5	1	10	1	1	1	4	213.741041080443
5	2	2	1	1	1	5	179.112676499571
5	2	3	1	1	1	30	192.967157594532
5	2	4	1	1	1	14	204.472445437009
5	2	5	1	1	1	3	214.768888476327
5	2	6	1	1	1	23	224.305816202136
5	2	7	1	1	1	22	234.990067054906
5	2	8	1	1	1	1	243.54746730806
5	2	9	1	1	1	17	251.734170800379
5	2	10	1	1	1	27	259.624083216045
5	3	1	1	1	1	23	169.99712782207
5	3	1	1	1	1	23	169.99712782207
5	3	2	1	1	1	1	193.728721238863
5	3	3	1	1	1	20	212.022823610031
5	3	4	1	1	1	4	226.685468809085
5	3	5	1	1	1	1	239.218708465009
5	3	6	1	1	1	26	251.644019405193
5	3	7	1	1	1	11	263.667647494591
5	3	8	1	1	1	1	274.474824693566
5	3	9	1	1	1	1	285.406583960177
5	3	10	1	1	1	1	297.487134047359
5	4	1	1	1	1	1	178.935407070626
5	4	1	1	1	1	1	178.935407070626
5	4	2	1	1	1	1	206.420799235332
5	4	3	1	1	1	1	227.328386333483
5	4	4	1	1	1	1	244.931974971199
5	4	5	1	1	1	8	259.728721554225
5	4	6	1	1	1	2	274.359882856732
5	4	7	1	1	1	1	289.240063312439
5	4	8	1	1	1	1	306.942598907325
5	5	1	1	1	1	1	186.703973356569
5	5	1	1	1	1	1	186.703973356569
5	5	2	1	1	1	1	217.510473240199
5	5	3	1	1	1	1	240.689716742554
5	5	4	1	1	1	1	260.638612127212
5	5	5	1	1	1	1	278.018862174678
5	5	6	1	1	1	1	297.672277794679
5	6	1	1	1	1	1	193.720167377023
5	6	1	1	1	1	1	193.720167377023
5	6	2	1	1	1	1	227.447156840886
5	6	3	1	1	1	1	252.951028594449
5	6	4	1	1	1	1	275.037768311838
5	6	5	1	1	1	1	297.687437496513
5	7	1	1	1	1	1	200.131895670403
5	7	1	1	1	1	1	200.131895670403
5	7	2	1	1	1	9	236.452954545699
5	7	3	1	1	1	1	264.340267221861
5	7	4	1	1	1	1	290.130008847311
5	8	1	1	1	1	1	206.586653600727
5	8	1	1	1	1	1	206.586653600727
5	8	2	1	1	1	1	244.783558600404
5	8	3	1	1	1	1	275.079043600489
5	8	4	1	1	1	1	307.95472213901
5	9	1	1	1	1	1	212.151460796172
5	9	1	1	1	1	1	212.151460796172
5	9	2	1	1	1	1	252.87693938443
5	9	3	1	1	1	1	285.938999410116
5	10	1	1	1	1	1	217.524798415778
5	10	1	1	1	1	1	217.524798415778
5	10	2	1	1	1	1	260.712354079205
5	10	3	1	1	1	1	298.515250569537
